[1] ADD,kHMjwfSx2P,63511.53 
[2618] CANCEL_BUY,zVGmOyE2TY 
[2619] CANCEL_SET_SELL,jK70t6xffU,UCS 
[2620] COMMIT_SELL,h0Ib8LzTs9 
[2621] DISPLAY_SUMMARY,YET2WF8iGL 
[2622] BUY,TMxB3eAn63,JLX,129.22 
[2623] SET_BUY_TRIGGER,uspV5YXJSf,YRS,95.12 
[2624] CANCEL_BUY,13VC8b11Q6 
[2625] COMMIT_SELL,r9sY6ykQwB 
[2626] SELL,mZFoN64osd,WXZ,311.95 
[2627] QUOTE,JPE6oMVt1b,TFP 
[2628] COMMIT_BUY,tK1JNuy0li 
[2629] CANCEL_SET_SELL,7nGIkyoUrD,UUG 
[2630] QUOTE,TMxB3eAn63,VQZ 
[2631] CANCEL_SELL,E5CusuUGY3 
[2632] SELL,7nGIkyoUrD,WXZ,730.62 
[2633] SET_BUY_AMOUNT,mMQlpMeOfD,BMJ,570.82 
[2634] COMMIT_SELL,JPE6oMVt1b 
[2635] SET_SELL_AMOUNT,TMxB3eAn63,RPN,698.24 
[2636] CANCEL_BUY,IkWXoni8ti 
[2637] CANCEL_BUY,r9sY6ykQwB 
[2638] SET_SELL_TRIGGER,LHA4yFlv3r,WXZ,81.74 
[2639] CANCEL_BUY,BDty3gMxBy 
[2640] BUY,YET2WF8iGL,JNP,120.34 
[2641] SET_SELL_AMOUNT,13VC8b11Q6,BMJ,626.21 
[2642] BUY,QPKBykFnxr,HMX,290.70 
[2643] DISPLAY_SUMMARY,whcYxtH67L 
[2644] COMMIT_BUY,QPKBykFnxr 
[2645] BUY,uspV5YXJSf,MFG,698.89 
[2646] DISPLAY_SUMMARY,NmALn2RmzI 
[2647] SELL,E5CusuUGY3,BMJ,349.20 
[2648] COMMIT_SELL,Js6LySzcEQ 
[2649] SET_SELL_TRIGGER,13VC8b11Q6,BMJ,449.89 
[2650] COMMIT_BUY,CvCH8jPh2i 
[2651] DISPLAY_SUMMARY,pTZZjie7eX 
[2652] ADD,NmALn2RmzI,65880.00 
[2653] BUY,JPE6oMVt1b,SUN,722.23 
[2654] SET_SELL_AMOUNT,r9sY6ykQwB,XTF,390.34 
[2655] CANCEL_BUY,Js6LySzcEQ 
[2656] BUY,qEVRIEnox8,RPF,270.16 
[2657] ADD,Z14JubX5Uv,68002.98 
[2658] SET_BUY_AMOUNT,ItaC6MIk2c,XTF,265.61 
[2659] CANCEL_SET_SELL,e6Ql5cbsux,JNP 
[2660] QUOTE,r9sY6ykQwB,UED 
[2661] SET_SELL_TRIGGER,TMxB3eAn63,RPN,432.89 
[2662] COMMIT_SELL,mZFoN64osd 
[2663] SET_BUY_TRIGGER,LHA4yFlv3r,YRS,298.35 
[2664] COMMIT_SELL,jK70t6xffU 
[2665] SET_BUY_TRIGGER,R4lbhHC1hS,NOE,66.03 
[2666] COMMIT_BUY,R4lbhHC1hS 
[2667] COMMIT_BUY,TMxB3eAn63 
[2668] BUY,wMcCWGxtZb,HJE,20.86 
[2669] COMMIT_SELL,E5CusuUGY3 
[2670] CANCEL_SELL,CxzX2w8DmS 
[2671] CANCEL_SET_SELL,jK70t6xffU,MAP 
[2672] CANCEL_BUY,YIgPFTE1M7 
[2673] ADD,h0Ib8LzTs9,50942.50 
[2674] CANCEL_SELL,La1eSbNL6p 
[2675] SELL,uspV5YXJSf,WXZ,108.70 
[2676] SET_BUY_TRIGGER,mMQlpMeOfD,UDM,151.74 
[2677] CANCEL_SET_BUY,13VC8b11Q6,SFY 
[2678] SET_SELL_TRIGGER,PDwyOp2gzv,BMJ,13.34 
[2679] SET_SELL_TRIGGER,qoExOgAPyd,TWQ,197.88 
[2680] CANCEL_SET_SELL,YIgPFTE1M7,XYC 
[2681] QUOTE,PDwyOp2gzv,KUZ 
[2682] SET_SELL_AMOUNT,qoExOgAPyd,XYR,467.39 
[2683] SELL,izXvHOmJ6Y,XTF,331.47 
[2684] DISPLAY_SUMMARY,pz8HIUVPXH 
[2685] SET_BUY_AMOUNT,h0Ib8LzTs9,BMJ,533.45 
[2686] SET_BUY_TRIGGER,yAAurFarHT,VJT,141.62 
[2687] SET_SELL_TRIGGER,qoExOgAPyd,XYR,456.06 
[2688] DISPLAY_SUMMARY,La1eSbNL6p 
[2689] SET_SELL_TRIGGER,yAAurFarHT,PZL,144.37 
[2690] DISPLAY_SUMMARY,La1eSbNL6p 
[2691] QUOTE,e6Ql5cbsux,PXD 
[2692] QUOTE,La1eSbNL6p,HZQ 
[2693] COMMIT_BUY,Kt8I7sdBcS 
[2694] CANCEL_SELL,jK70t6xffU 
[2695] CANCEL_SET_BUY,tK1JNuy0li,KME 
[2696] ADD,jK70t6xffU,45045.90 
[2697] CANCEL_SET_BUY,qkUYmnHXvb,PMO 
[2698] SET_SELL_AMOUNT,mMQlpMeOfD,BMJ,504.86 
[2699] DISPLAY_SUMMARY,YET2WF8iGL 
[2700] SET_SELL_TRIGGER,NmALn2RmzI,QTG,128.81 
[2701] COMMIT_BUY,JPE6oMVt1b 
[2702] CANCEL_SELL,R4lbhHC1hS 
[2703] DISPLAY_SUMMARY,CvCH8jPh2i 
[2704] BUY,Z14JubX5Uv,XYC,124.35 
[2705] ADD,NmALn2RmzI,59446.69 
[2706] DISPLAY_SUMMARY,YET2WF8iGL 
[2707] SET_BUY_TRIGGER,h0Ib8LzTs9,DWD,57.14 
[2708] ADD,TMxB3eAn63,74213.21 
[2709] DISPLAY_SUMMARY,YIgPFTE1M7 
[2710] COMMIT_SELL,7nGIkyoUrD 
[2711] QUOTE,qkUYmnHXvb,VJT 
[2712] QUOTE,IkWXoni8ti,MAP 
[2713] BUY,r9sY6ykQwB,COI,141.75 
[2714] COMMIT_BUY,E5CusuUGY3 
[2715] SET_BUY_TRIGGER,h0Ib8LzTs9,CHG,127.43 
[2716] SET_BUY_TRIGGER,ItaC6MIk2c,WVC,94.02 
[2717] SET_SELL_TRIGGER,h0Ib8LzTs9,GWE,166.69 
[2718] COMMIT_BUY,h0Ib8LzTs9 
[2719] BUY,TMxB3eAn63,HIZ,288.49 
[2720] CANCEL_SELL,ItaC6MIk2c 
[2721] QUOTE,BDty3gMxBy,DKJ 
[2722] SELL,R4lbhHC1hS,WXZ,541.61 
[2723] CANCEL_SELL,mZFoN64osd 
[2724] BUY,La1eSbNL6p,HGW,589.64 
[2725] ADD,BxWlges22v,61881.86 
[2726] CANCEL_BUY,qEVRIEnox8 
[2727] SET_BUY_AMOUNT,r9sY6ykQwB,WXZ,676.38 
[2728] ADD,whcYxtH67L,49997.04 
[2729] CANCEL_SELL,qoExOgAPyd 
[2730] CANCEL_SET_BUY,ItaC6MIk2c,CRJ 
[2731] CANCEL_BUY,Kt8I7sdBcS 
[2732] QUOTE,qEVRIEnox8,YZB 
[2733] COMMIT_BUY,wMcCWGxtZb 
[2734] DISPLAY_SUMMARY,YIgPFTE1M7 
[2735] QUOTE,IkWXoni8ti,YZB 
[2736] CANCEL_SET_BUY,YET2WF8iGL,YNA 
[2737] QUOTE,jK70t6xffU,RPF 
[2738] SET_BUY_TRIGGER,r9sY6ykQwB,WVC,208.99 
[2739] COMMIT_SELL,izXvHOmJ6Y 
[2740] QUOTE,BxWlges22v,MFG 
[2741] COMMIT_BUY,bfIjLoap9T 
[2742] CANCEL_SET_BUY,CvCH8jPh2i,NOE 
[2743] BUY,whcYxtH67L,HZQ,648.71 
[2744] COMMIT_BUY,Js6LySzcEQ 
[2745] QUOTE,7nGIkyoUrD,YYX 
[2746] SET_SELL_TRIGGER,ItaC6MIk2c,WGD,163.37 
[2747] COMMIT_BUY,L3qfH51ukK 
[2748] CANCEL_SELL,TMxB3eAn63 
[2749] CANCEL_BUY,LHA4yFlv3r 
[2750] ADD,YET2WF8iGL,86090.29 
[2751] QUOTE,YIgPFTE1M7,CRJ 
[2752] BUY,qoExOgAPyd,HZQ,293.19 
[2753] QUOTE,e6Ql5cbsux,XYC 
[2754] BUY,mZFoN64osd,NOE,443.97 
[2755] CANCEL_SET_BUY,izXvHOmJ6Y,YYX 
[2756] BUY,yAAurFarHT,VQZ,205.04 
[2757] BUY,pz8HIUVPXH,GWE,155.85 
[2758] BUY,BxWlges22v,ODH,428.50 
[2759] COMMIT_SELL,bfIjLoap9T 
[2760] DISPLAY_SUMMARY,r9sY6ykQwB 
[2761] CANCEL_BUY,uspV5YXJSf 
[2762] COMMIT_BUY,whcYxtH67L 
[2763] QUOTE,L3qfH51ukK,HGW 
[2764] COMMIT_BUY,La1eSbNL6p 
[2765] BUY,L3qfH51ukK,SLC,416.91 
[2766] CANCEL_SET_BUY,JPE6oMVt1b,UCS 
[2767] BUY,7nGIkyoUrD,WBS,338.94 
[2768] SET_BUY_TRIGGER,jK70t6xffU,QDU,81.39 
[2769] CANCEL_BUY,TMxB3eAn63 
[2770] COMMIT_BUY,L3qfH51ukK 
[2771] BUY,CvCH8jPh2i,WBS,63.21 
[2772] QUOTE,NmALn2RmzI,RYI 
[2773] CANCEL_BUY,jK70t6xffU 
[2774] DISPLAY_SUMMARY,NmALn2RmzI 
[2775] COMMIT_SELL,LHA4yFlv3r 
[2776] COMMIT_BUY,L3qfH51ukK 
[2777] QUOTE,kHMjwfSx2P,WXO 
[2778] ADD,PDwyOp2gzv,59318.72 
[2779] CANCEL_SET_SELL,E9DHfAjHfd,XXD 
[2780] SELL,TMxB3eAn63,RPN,687.54 
[2781] SELL,Kt8I7sdBcS,XYR,261.35 
[2782] QUOTE,qEVRIEnox8,QDU 
[2783] BUY,izXvHOmJ6Y,HIZ,212.12 
[2784] QUOTE,7nGIkyoUrD,YZB 
[2785] DISPLAY_SUMMARY,E9DHfAjHfd 
[2786] BUY,RtgbNlNQ82,WXZ,265.43 
[2787] SELL,Z14JubX5Uv,WXZ,496.81 
[2788] QUOTE,PDwyOp2gzv,GWE 
[2789] BUY,tK1JNuy0li,QTG,484.05 
[2790] COMMIT_SELL,Js6LySzcEQ 
[2791] COMMIT_BUY,RtgbNlNQ82 
[2792] CANCEL_SET_BUY,BDty3gMxBy,UED 
[2793] QUOTE,PDwyOp2gzv,RPF 
[2794] CANCEL_BUY,mZFoN64osd 
[2795] SET_BUY_TRIGGER,QPKBykFnxr,GGV,117.88 
[2796] QUOTE,L3qfH51ukK,JNP 
[2797] SELL,LHA4yFlv3r,RPN,186.72 
[2798] DISPLAY_SUMMARY,Js6LySzcEQ 
[2799] QUOTE,YET2WF8iGL,SBK 
[2800] CANCEL_SELL,Js6LySzcEQ 
[2801] SELL,h0Ib8LzTs9,BMJ,94.15 
[2802] COMMIT_SELL,LHA4yFlv3r 
[2803] SET_SELL_TRIGGER,QPKBykFnxr,WXO,89.99 
[2804] CANCEL_BUY,13VC8b11Q6 
[2805] COMMIT_BUY,qoExOgAPyd 
[2806] SELL,qkUYmnHXvb,WXZ,202.51 
[2807] CANCEL_SET_SELL,BDty3gMxBy,LPF 
[2808] COMMIT_BUY,tK1JNuy0li 
[2809] QUOTE,h0Ib8LzTs9,SLC 
[2810] CANCEL_SET_SELL,h0Ib8LzTs9,MAP 
[2811] QUOTE,CxzX2w8DmS,TYW 
[2812] QUOTE,bfIjLoap9T,ABQ 
[2813] CANCEL_SET_SELL,ItaC6MIk2c,UDM 
[2814] COMMIT_BUY,wMcCWGxtZb 
[2815] SET_BUY_AMOUNT,qoExOgAPyd,BMJ,69.79 
[2816] SET_BUY_TRIGGER,IkWXoni8ti,SFY,183.63 
[2817] SET_BUY_AMOUNT,r9sY6ykQwB,BMJ,477.06 
[2818] DISPLAY_SUMMARY,uspV5YXJSf 
[2819] BUY,bfIjLoap9T,ODH,662.36 
[2820] BUY,qkUYmnHXvb,JXE,253.32 
[2821] QUOTE,uspV5YXJSf,CHG 
[2822] QUOTE,L3qfH51ukK,VVL 
[2823] QUOTE,kHMjwfSx2P,NPD 
[2824] DISPLAY_SUMMARY,7nGIkyoUrD 
[2825] COMMIT_SELL,IkWXoni8ti 
[2826] QUOTE,e6Ql5cbsux,TWQ 
[2827] BUY,qEVRIEnox8,SRN,380.41 
[2828] SELL,E9DHfAjHfd,RPN,601.94 
[2829] COMMIT_BUY,BDty3gMxBy 
[2830] BUY,YIgPFTE1M7,UUG,139.12 
[2831] COMMIT_BUY,CvCH8jPh2i 
[2832] SELL,whcYxtH67L,BMJ,675.19 
[2833] QUOTE,YET2WF8iGL,SWC 
[2834] DISPLAY_SUMMARY,pTZZjie7eX 
[2835] QUOTE,CxzX2w8DmS,ODH 
[2836] SET_BUY_TRIGGER,qoExOgAPyd,TNV,58.41 
[2837] CANCEL_SET_BUY,CxzX2w8DmS,STS 
[2838] COMMIT_BUY,qkUYmnHXvb 
[2839] CANCEL_SET_SELL,L3qfH51ukK,WXZ 
[2840] QUOTE,e6Ql5cbsux,SRN 
[2841] BUY,mMQlpMeOfD,COI,384.11 
[2842] CANCEL_SET_BUY,CvCH8jPh2i,STS 
[2843] SET_BUY_AMOUNT,Kt8I7sdBcS,XTF,354.58 
[2844] COMMIT_SELL,ItaC6MIk2c 
[2845] COMMIT_BUY,zVGmOyE2TY 
[2846] COMMIT_BUY,YIgPFTE1M7 
[2847] CANCEL_SELL,ItaC6MIk2c 
[2848] ADD,Js6LySzcEQ,69830.72 
[2849] BUY,E5CusuUGY3,MOE,212.49 
[2850] CANCEL_SET_BUY,ItaC6MIk2c,SLC 
[2851] COMMIT_SELL,NmALn2RmzI 
[2852] ADD,yAAurFarHT,69987.74 
[2853] CANCEL_SELL,YIgPFTE1M7 
[2854] CANCEL_SET_BUY,E5CusuUGY3,VAL 
[2855] CANCEL_SET_SELL,kHMjwfSx2P,RNJ 
[2856] ADD,E5CusuUGY3,66258.46 
[2857] COMMIT_SELL,Z14JubX5Uv 
[2858] CANCEL_SET_BUY,pTZZjie7eX,HJE 
[2859] COMMIT_SELL,pTZZjie7eX 
[2860] ADD,jK70t6xffU,75948.63 
[2861] QUOTE,13VC8b11Q6,UQO 
[2862] BUY,L3qfH51ukK,VJT,685.77 
[2863] QUOTE,NmALn2RmzI,TWQ 
[2864] CANCEL_BUY,e6Ql5cbsux 
[2865] COMMIT_SELL,TMxB3eAn63 
[2866] CANCEL_BUY,izXvHOmJ6Y 
[2867] QUOTE,jK70t6xffU,TKB 
[2868] DISPLAY_SUMMARY,TMxB3eAn63 
[2869] QUOTE,zVGmOyE2TY,WXZ 
[2870] SELL,7nGIkyoUrD,WXZ,253.05 
[2871] BUY,YIgPFTE1M7,WGD,442.70 
[2872] DISPLAY_SUMMARY,NmALn2RmzI 
[2873] CANCEL_SET_SELL,wMcCWGxtZb,UPQ 
[2874] QUOTE,Js6LySzcEQ,RYI 
[2875] CANCEL_BUY,IkWXoni8ti 
[2876] SET_BUY_TRIGGER,IkWXoni8ti,MFG,21.44 
[2877] COMMIT_SELL,BxWlges22v 
[2878] BUY,13VC8b11Q6,VJT,651.10 
[2879] ADD,tK1JNuy0li,66039.80 
[2880] CANCEL_SET_SELL,RtgbNlNQ82,WXZ 
[2881] QUOTE,LHA4yFlv3r,SBK 
[2882] QUOTE,CvCH8jPh2i,BFA 
[2883] QUOTE,NmALn2RmzI,TKB 
[2884] BUY,BxWlges22v,TKB,351.13 
[2885] SET_SELL_TRIGGER,YIgPFTE1M7,JNP,119.67 
[2886] BUY,13VC8b11Q6,WXO,52.68 
[2887] SET_SELL_AMOUNT,E5CusuUGY3,BMJ,95.01 
[2888] SELL,BDty3gMxBy,XTF,247.80 
[2889] COMMIT_SELL,R4lbhHC1hS 
[2890] BUY,zVGmOyE2TY,SBK,208.24 
[2891] CANCEL_SET_BUY,CvCH8jPh2i,LNW 
[2892] QUOTE,JPE6oMVt1b,PXD 
[2893] SET_BUY_TRIGGER,r9sY6ykQwB,UQO,264.58 
[2894] ADD,IkWXoni8ti,45039.84 
[2895] SET_BUY_TRIGGER,Kt8I7sdBcS,SLF,33.00 
[2896] SET_SELL_AMOUNT,TMxB3eAn63,XTF,32.29 
[2897] SET_BUY_AMOUNT,zVGmOyE2TY,XTF,242.85 
[2898] COMMIT_SELL,mZFoN64osd 
[2899] COMMIT_SELL,BDty3gMxBy 
[2900] SET_SELL_TRIGGER,E5CusuUGY3,BMJ,4.45 
[2901] BUY,QPKBykFnxr,RYI,75.71 
[2902] COMMIT_SELL,7nGIkyoUrD 
[2903] CANCEL_SET_BUY,CvCH8jPh2i,RDD 
[2904] CANCEL_BUY,YET2WF8iGL 
[2905] DISPLAY_SUMMARY,R4lbhHC1hS 
[2906] ADD,jK70t6xffU,54565.37 
[2907] QUOTE,ItaC6MIk2c,AAL 
[2908] CANCEL_SET_BUY,uspV5YXJSf,WVC 
[2909] CANCEL_SET_BUY,YET2WF8iGL,CRJ 
[2910] COMMIT_SELL,E9DHfAjHfd 
[2911] COMMIT_BUY,qEVRIEnox8 
[2912] ADD,pTZZjie7eX,73646.42 
[2913] ADD,YIgPFTE1M7,51151.15 
[2914] QUOTE,PDwyOp2gzv,RPN 
[2915] QUOTE,E9DHfAjHfd,MAP 
[2916] ADD,CvCH8jPh2i,64792.25 
[2917] SET_BUY_TRIGGER,Z14JubX5Uv,QTG,61.87 
[2918] ADD,PDwyOp2gzv,55879.42 
[2919] QUOTE,yAAurFarHT,DWD 
[2920] CANCEL_SET_BUY,JPE6oMVt1b,HGW 
[2921] COMMIT_BUY,L3qfH51ukK 
[2922] BUY,TMxB3eAn63,DUW,63.38 
[2923] CANCEL_SET_SELL,yAAurFarHT,XYC 
[2924] QUOTE,jK70t6xffU,VJT 
[2925] DISPLAY_SUMMARY,NmALn2RmzI 
[2926] ADD,yAAurFarHT,52381.60 
[2927] SELL,E5CusuUGY3,BMJ,312.32 
[2928] COMMIT_BUY,kHMjwfSx2P 
[2929] COMMIT_BUY,izXvHOmJ6Y 
[2930] CANCEL_SELL,NmALn2RmzI 
[2931] BUY,E9DHfAjHfd,CXT,749.77 
[2932] QUOTE,qoExOgAPyd,WXZ 
[2933] SET_BUY_TRIGGER,La1eSbNL6p,TKB,549.59 
[2934] CANCEL_BUY,h0Ib8LzTs9 
[2935] COMMIT_BUY,BxWlges22v 
[2936] DISPLAY_SUMMARY,IkWXoni8ti 
[2937] QUOTE,R4lbhHC1hS,PMO 
[2938] COMMIT_BUY,bfIjLoap9T 
[2939] CANCEL_SET_SELL,izXvHOmJ6Y,KLF 
[2940] CANCEL_BUY,Z14JubX5Uv 
[2941] DISPLAY_SUMMARY,kHMjwfSx2P 
[2942] BUY,E5CusuUGY3,XTF,513.57 
[2943] COMMIT_BUY,13VC8b11Q6 
[2944] CANCEL_SELL,jK70t6xffU 
[2945] COMMIT_BUY,TMxB3eAn63 
[2946] QUOTE,h0Ib8LzTs9,RPF 
[2947] BUY,r9sY6ykQwB,RPN,541.12 
[2948] QUOTE,e6Ql5cbsux,WYB 
[2949] CANCEL_SET_BUY,wMcCWGxtZb,TFP 
[2950] CANCEL_BUY,r9sY6ykQwB 
[2951] ADD,R4lbhHC1hS,54682.87 
[2952] COMMIT_SELL,whcYxtH67L 
[2953] DISPLAY_SUMMARY,Kt8I7sdBcS 
[2954] BUY,tK1JNuy0li,LNW,497.13 
[2955] COMMIT_BUY,E5CusuUGY3 
[2956] BUY,CvCH8jPh2i,XTF,582.88 
[2957] ADD,ItaC6MIk2c,63975.00 
[2958] CANCEL_SET_BUY,Kt8I7sdBcS,GGV 
[2959] DISPLAY_SUMMARY,7nGIkyoUrD 
[2960] QUOTE,JPE6oMVt1b,ODH 
[2961] SET_BUY_TRIGGER,JPE6oMVt1b,TKB,102.91 
[2962] QUOTE,yAAurFarHT,CHG 
[2963] CANCEL_SELL,mZFoN64osd 
[2964] DISPLAY_SUMMARY,BDty3gMxBy 
[2965] SELL,wMcCWGxtZb,WXZ,204.92 
[2966] QUOTE,e6Ql5cbsux,XXD 
[2967] BUY,pz8HIUVPXH,DKJ,568.30 
[2968] CANCEL_SELL,Kt8I7sdBcS 
[2969] CANCEL_SELL,e6Ql5cbsux 
[2970] DISPLAY_SUMMARY,kHMjwfSx2P 
[2971] COMMIT_BUY,La1eSbNL6p 
[2972] DISPLAY_SUMMARY,mMQlpMeOfD 
[2973] SET_SELL_TRIGGER,uspV5YXJSf,WXZ,94.22 
[2974] ADD,BxWlges22v,72604.99 
[2975] QUOTE,LHA4yFlv3r,UED 
[2976] DISPLAY_SUMMARY,JPE6oMVt1b 
[2977] ADD,BDty3gMxBy,68258.22 
[2978] QUOTE,E9DHfAjHfd,SLC 
[2979] CANCEL_SET_SELL,qEVRIEnox8,BMJ 
[2980] CANCEL_BUY,JPE6oMVt1b 
[2981] SET_SELL_TRIGGER,TMxB3eAn63,XTF,1.31 
[2982] SELL,Kt8I7sdBcS,WXZ,735.48 
[2983] CANCEL_SET_BUY,r9sY6ykQwB,XTF 
[2984] BUY,qoExOgAPyd,MAP,463.31 
[2985] BUY,jK70t6xffU,JBQ,121.06 
[2986] DISPLAY_SUMMARY,izXvHOmJ6Y 
[2987] CANCEL_SELL,IkWXoni8ti 
[2988] SELL,IkWXoni8ti,XTF,20.70 
[2989] SET_SELL_TRIGGER,LHA4yFlv3r,NQP,86.87 
[2990] BUY,BxWlges22v,SBK,308.63 
[2991] QUOTE,PDwyOp2gzv,SLF 
[2992] ADD,kHMjwfSx2P,85961.79 
[2993] SET_SELL_TRIGGER,Z14JubX5Uv,GWE,162.77 
[2994] CANCEL_SET_SELL,7nGIkyoUrD,IFV 
[2995] SET_SELL_AMOUNT,QPKBykFnxr,WXZ,198.16 
[2996] COMMIT_BUY,h0Ib8LzTs9 
[2997] QUOTE,mZFoN64osd,HMX 
[2998] COMMIT_SELL,h0Ib8LzTs9 
[2999] CANCEL_SET_BUY,La1eSbNL6p,ODH 
[3000] QUOTE,e6Ql5cbsux,RYI 
[3001] COMMIT_BUY,e6Ql5cbsux 
[3002] BUY,e6Ql5cbsux,NOE,115.63 
[3003] BUY,pTZZjie7eX,MFC,173.14 
[3004] COMMIT_SELL,mZFoN64osd 
[3005] DISPLAY_SUMMARY,r9sY6ykQwB 
[3006] COMMIT_BUY,mMQlpMeOfD 
[3007] CANCEL_BUY,tK1JNuy0li 
[3008] DISPLAY_SUMMARY,zVGmOyE2TY 
[3009] CANCEL_BUY,zVGmOyE2TY 
[3010] COMMIT_BUY,bfIjLoap9T 
[3011] BUY,kHMjwfSx2P,NPD,718.68 
[3012] QUOTE,Z14JubX5Uv,MFG 
[3013] QUOTE,PDwyOp2gzv,GGV 
[3014] CANCEL_SET_SELL,NmALn2RmzI,CRJ 
[3015] COMMIT_BUY,qEVRIEnox8 
[3016] BUY,13VC8b11Q6,BMJ,28.98 
[3017] BUY,bfIjLoap9T,DUW,548.92 
[3018] SET_BUY_TRIGGER,LHA4yFlv3r,GWE,165.47 
[3019] QUOTE,PDwyOp2gzv,TWQ 
[3020] COMMIT_BUY,kHMjwfSx2P 
[3021] DISPLAY_SUMMARY,jK70t6xffU 
[3022] COMMIT_SELL,wMcCWGxtZb 
[3023] SELL,CxzX2w8DmS,BMJ,649.34 
[3024] SELL,whcYxtH67L,WXZ,719.45 
[3025] SELL,La1eSbNL6p,WXZ,285.18 
[3026] CANCEL_SET_BUY,kHMjwfSx2P,VAL 
[3027] COMMIT_SELL,RtgbNlNQ82 
[3028] SET_SELL_AMOUNT,Kt8I7sdBcS,XYR,173.80 
[3029] QUOTE,tK1JNuy0li,MFC 
[3030] COMMIT_SELL,La1eSbNL6p 
[3031] SET_BUY_TRIGGER,mMQlpMeOfD,WGD,65.34 
[3032] COMMIT_SELL,NmALn2RmzI 
[3033] ADD,La1eSbNL6p,66319.21 
[3034] SET_BUY_TRIGGER,TMxB3eAn63,JXE,113.64 
[3035] CANCEL_SELL,whcYxtH67L 
[3036] CANCEL_SET_SELL,whcYxtH67L,CXT 
[3037] SELL,JPE6oMVt1b,BMJ,504.15 
[3038] QUOTE,YET2WF8iGL,KME 
[3039] COMMIT_BUY,CvCH8jPh2i 
[3040] CANCEL_SELL,IkWXoni8ti 
[3041] SELL,13VC8b11Q6,RPN,632.64 
[3042] COMMIT_BUY,e6Ql5cbsux 
[3043] CANCEL_SET_SELL,LHA4yFlv3r,PMO 
[3044] SELL,h0Ib8LzTs9,BMJ,558.90 
[3045] BUY,zVGmOyE2TY,PZL,146.24 
[3046] SET_SELL_TRIGGER,Kt8I7sdBcS,XYR,41.55 
[3047] SELL,uspV5YXJSf,XYR,606.80 
[3048] QUOTE,pz8HIUVPXH,TFP 
[3049] DISPLAY_SUMMARY,JPE6oMVt1b 
[3050] ADD,Z14JubX5Uv,47236.91 
[3051] SET_SELL_TRIGGER,QPKBykFnxr,WXZ,48.59 
[3052] QUOTE,NmALn2RmzI,DUW 
[3053] DISPLAY_SUMMARY,qoExOgAPyd 
[3054] SET_BUY_AMOUNT,LHA4yFlv3r,WXZ,647.27 
[3055] ADD,QPKBykFnxr,70146.01 
[3056] COMMIT_BUY,pTZZjie7eX 
[3057] QUOTE,BxWlges22v,DKJ 
[3058] CANCEL_BUY,7nGIkyoUrD 
[3059] BUY,BDty3gMxBy,XTF,250.00 
[3060] SET_SELL_TRIGGER,TMxB3eAn63,SBK,135.15 
[3061] COMMIT_BUY,zVGmOyE2TY 
[3062] ADD,r9sY6ykQwB,71070.59 
[3063] SET_BUY_TRIGGER,LHA4yFlv3r,PZL,466.03 
[3064] CANCEL_SET_SELL,tK1JNuy0li,QDU 
[3065] SET_SELL_TRIGGER,IkWXoni8ti,SBK,122.43 
[3066] CANCEL_SELL,E9DHfAjHfd 
[3067] QUOTE,h0Ib8LzTs9,RDD 
[3068] QUOTE,yAAurFarHT,WBS 
[3069] COMMIT_BUY,QPKBykFnxr 
[3070] CANCEL_SET_BUY,PDwyOp2gzv,KUZ 
[3071] BUY,h0Ib8LzTs9,YYX,669.45 
[3072] SET_SELL_TRIGGER,CxzX2w8DmS,PZL,115.53 
[3073] COMMIT_SELL,13VC8b11Q6 
[3074] SET_BUY_AMOUNT,qEVRIEnox8,WXZ,410.92 
[3075] BUY,BxWlges22v,JBQ,634.43 
[3076] CANCEL_SET_SELL,IkWXoni8ti,BXC 
[3077] ADD,Js6LySzcEQ,74748.04 
[3078] SELL,pTZZjie7eX,BMJ,29.20 
[3079] CANCEL_SET_SELL,wMcCWGxtZb,LED 
[3080] SELL,13VC8b11Q6,WXZ,552.27 
[3081] SET_BUY_TRIGGER,LHA4yFlv3r,MOE,156.99 
[3082] CANCEL_SELL,whcYxtH67L 
[3083] CANCEL_SET_BUY,BxWlges22v,UUG 
[3084] COMMIT_BUY,uspV5YXJSf 
[3085] SET_BUY_AMOUNT,jK70t6xffU,XTF,609.58 
[3086] COMMIT_SELL,whcYxtH67L 
[3087] SELL,mZFoN64osd,JBQ,670.04 
[3088] QUOTE,Z14JubX5Uv,PGD 
[3089] CANCEL_SET_SELL,RtgbNlNQ82,YUI 
[3090] DISPLAY_SUMMARY,zVGmOyE2TY 
[3091] CANCEL_SET_SELL,bfIjLoap9T,QDU 
[3092] QUOTE,mZFoN64osd,RPF 
[3093] CANCEL_SET_BUY,tK1JNuy0li,UPQ 
[3094] COMMIT_SELL,BxWlges22v 
[3095] QUOTE,qkUYmnHXvb,YZB 
[3096] CANCEL_SET_SELL,E5CusuUGY3,LED 
[3097] SET_BUY_TRIGGER,jK70t6xffU,KME,511.28 
[3098] DISPLAY_SUMMARY,qEVRIEnox8 
[3099] COMMIT_SELL,E9DHfAjHfd 
[3100] CANCEL_SET_SELL,IkWXoni8ti,VJT 
[3101] SET_BUY_AMOUNT,JPE6oMVt1b,XTF,210.98 
[3102] QUOTE,pz8HIUVPXH,CXT 
[3103] CANCEL_SELL,R4lbhHC1hS 
[3104] CANCEL_SELL,7nGIkyoUrD 
[3105] BUY,La1eSbNL6p,WBS,711.12 
