[1] ADD,umhaEY4lil,91628.00 
[2098] QUOTE,xFrzsBbeiS,FCT 
[2099] CANCEL_BUY,CqOb5G0hB4 
[2100] CANCEL_SELL,sYJRWa0Mih 
[2101] COMMIT_BUY,ojovZ9YLZM 
[2102] ADD,kul4JJSoHc,84478.46 
[2103] ADD,umhaEY4lil,82274.46 
[2104] SET_SELL_TRIGGER,xFrzsBbeiS,MAO,115.18 
[2105] SET_SELL_TRIGGER,w69hSQMdyy,WPJ,72.19 
[2106] COMMIT_BUY,xFrzsBbeiS 
[2107] CANCEL_SET_SELL,LwNQpkd8mr,MGF 
[2108] ADD,ojovZ9YLZM,70555.73 
[2109] CANCEL_SET_SELL,CqOb5G0hB4,CDQ 
[2110] CANCEL_SELL,kul4JJSoHc 
[2111] BUY,ojovZ9YLZM,GPV,168.41 
[2112] COMMIT_BUY,ojovZ9YLZM 
[2113] SELL,CqOb5G0hB4,JGF,301.21 
[2114] COMMIT_SELL,ojovZ9YLZM 
[2115] CANCEL_BUY,kul4JJSoHc 
[2116] DISPLAY_SUMMARY,kul4JJSoHc 
[2117] BUY,umhaEY4lil,GJT,560.67 
[2118] COMMIT_SELL,w69hSQMdyy 
[2119] ADD,w69hSQMdyy,56109.81 
[2120] SET_BUY_TRIGGER,jzi5Fg2GGS,FCT,385.99 
[2121] CANCEL_SELL,CqOb5G0hB4 
[2122] CANCEL_BUY,umhaEY4lil 
[2123] QUOTE,w69hSQMdyy,CAK 
[2124] ADD,sYJRWa0Mih,68321.22 
[2125] CANCEL_BUY,umhaEY4lil 
[2126] CANCEL_SELL,ojovZ9YLZM 
[2127] BUY,w69hSQMdyy,QRQ,588.17 
[2128] ADD,w69hSQMdyy,57954.55 
[2129] QUOTE,sYJRWa0Mih,OOP 
[2130] BUY,w69hSQMdyy,VZP,572.81 
[2131] COMMIT_BUY,w69hSQMdyy 
[2132] CANCEL_BUY,w69hSQMdyy 
[2133] COMMIT_SELL,kul4JJSoHc 
[2134] ADD,kul4JJSoHc,45024.91 
[2135] QUOTE,ojovZ9YLZM,BKM 
[2136] BUY,BqhMWgFe1n,JIS,668.25 
[2137] QUOTE,kul4JJSoHc,CMO 
[2138] COMMIT_BUY,BqhMWgFe1n 
[2139] SET_SELL_TRIGGER,w69hSQMdyy,JIS,193.42 
[2140] ADD,kul4JJSoHc,56478.99 
[2141] QUOTE,xFrzsBbeiS,YGD 
[2142] BUY,w69hSQMdyy,QDS,287.78 
[2143] BUY,umhaEY4lil,AUJ,376.44 
[2144] SELL,CqOb5G0hB4,JZV,552.27 
[2145] QUOTE,kul4JJSoHc,RGP 
[2146] ADD,ojovZ9YLZM,78825.25 
[2147] QUOTE,kul4JJSoHc,OWG 
[2148] QUOTE,kul4JJSoHc,WKQ 
[2149] BUY,kul4JJSoHc,JHH,424.12 
[2150] COMMIT_BUY,LwNQpkd8mr 
[2151] BUY,jzi5Fg2GGS,GTQ,113.27 
[2152] SET_BUY_TRIGGER,LwNQpkd8mr,QLE,174.66 
[2153] SET_BUY_AMOUNT,jzi5Fg2GGS,THF,267.97 
[2154] BUY,ojovZ9YLZM,IHA,533.43 
[2155] COMMIT_SELL,CqOb5G0hB4 
[2156] COMMIT_BUY,w69hSQMdyy 
[2157] BUY,xFrzsBbeiS,BKM,701.17 
[2158] SET_BUY_TRIGGER,jzi5Fg2GGS,QLE,21.03 
[2159] SET_SELL_AMOUNT,LwNQpkd8mr,MGF,469.13 
[2160] SELL,umhaEY4lil,THF,227.49 
[2161] COMMIT_SELL,umhaEY4lil 
[2162] SELL,jzi5Fg2GGS,JHH,601.64 
[2163] BUY,w69hSQMdyy,QDS,354.45 
[2164] COMMIT_BUY,kul4JJSoHc 
[2165] SET_SELL_AMOUNT,sYJRWa0Mih,JHH,168.61 
[2166] COMMIT_BUY,xFrzsBbeiS 
[2167] QUOTE,CqOb5G0hB4,HWU 
[2168] CANCEL_SELL,kul4JJSoHc 
[2169] COMMIT_SELL,jzi5Fg2GGS 
[2170] BUY,umhaEY4lil,OOP,170.16 
[2171] CANCEL_BUY,BqhMWgFe1n 
[2172] COMMIT_BUY,w69hSQMdyy 
[2173] SET_SELL_AMOUNT,kul4JJSoHc,GAM,559.64 
[2174] COMMIT_BUY,ojovZ9YLZM 
[2175] CANCEL_SET_SELL,kul4JJSoHc,GAM 
[2176] ADD,kul4JJSoHc,78312.39 
[2177] CANCEL_SET_SELL,kul4JJSoHc,QLE 
[2178] CANCEL_BUY,w69hSQMdyy 
[2179] BUY,BqhMWgFe1n,JIS,397.63 
[2180] CANCEL_BUY,CqOb5G0hB4 
[2181] SELL,xFrzsBbeiS,MAO,731.27 
[2182] BUY,w69hSQMdyy,JGF,318.35 
[2183] CANCEL_SET_SELL,ojovZ9YLZM,WPJ 
[2184] SELL,umhaEY4lil,CAK,442.41 
[2185] QUOTE,ojovZ9YLZM,XRS 
[2186] CANCEL_BUY,CqOb5G0hB4 
[2187] BUY,CqOb5G0hB4,PXL,748.27 
[2188] SET_SELL_AMOUNT,BqhMWgFe1n,THF,562.64 
[2189] SET_SELL_TRIGGER,sYJRWa0Mih,JHH,153.25 
[2190] QUOTE,sYJRWa0Mih,XAG 
[2191] ADD,umhaEY4lil,63772.41 
[2192] DISPLAY_SUMMARY,ojovZ9YLZM 
[2193] SELL,jzi5Fg2GGS,JHH,146.90 
[2194] QUOTE,umhaEY4lil,WKQ 
[2195] COMMIT_BUY,CqOb5G0hB4 
[2196] CANCEL_SET_SELL,BqhMWgFe1n,THF 
[2197] SET_SELL_TRIGGER,xFrzsBbeiS,UTF,108.36 
[2198] SET_SELL_TRIGGER,kul4JJSoHc,VNG,74.05 
[2199] COMMIT_BUY,w69hSQMdyy 
[2200] COMMIT_SELL,xFrzsBbeiS 
[2201] CANCEL_SELL,ojovZ9YLZM 
[2202] DISPLAY_SUMMARY,CqOb5G0hB4 
[2203] QUOTE,BqhMWgFe1n,ACY 
[2204] BUY,BqhMWgFe1n,VNG,534.51 
[2205] CANCEL_BUY,kul4JJSoHc 
[2206] CANCEL_BUY,CqOb5G0hB4 
[2207] QUOTE,kul4JJSoHc,FPH 
[2208] SET_SELL_TRIGGER,LwNQpkd8mr,MGF,453.73 
[2209] QUOTE,w69hSQMdyy,ZQG 
[2210] BUY,sYJRWa0Mih,HBB,74.07 
[2211] QUOTE,umhaEY4lil,CAK 
[2212] SELL,jzi5Fg2GGS,RGP,210.60 
[2213] COMMIT_BUY,sYJRWa0Mih 
[2214] DISPLAY_SUMMARY,LwNQpkd8mr 
[2215] BUY,kul4JJSoHc,XZF,736.71 
[2216] DISPLAY_SUMMARY,BqhMWgFe1n 
[2217] DISPLAY_SUMMARY,sYJRWa0Mih 
[2218] COMMIT_SELL,jzi5Fg2GGS 
[2219] BUY,xFrzsBbeiS,XZF,650.37 
[2220] DISPLAY_SUMMARY,sYJRWa0Mih 
[2221] BUY,umhaEY4lil,MPD,426.59 
[2222] COMMIT_BUY,xFrzsBbeiS 
[2223] QUOTE,sYJRWa0Mih,BUK 
[2224] BUY,sYJRWa0Mih,ZQG,211.29 
[2225] SET_BUY_AMOUNT,umhaEY4lil,IHA,512.57 
[2226] CANCEL_SELL,sYJRWa0Mih 
[2227] COMMIT_BUY,kul4JJSoHc 
[2228] SET_BUY_AMOUNT,w69hSQMdyy,ZQG,612.24 
[2229] CANCEL_SET_SELL,CqOb5G0hB4,BUK 
[2230] SET_SELL_AMOUNT,sYJRWa0Mih,VNG,38.47 
[2231] BUY,BqhMWgFe1n,QDS,261.63 
[2232] CANCEL_BUY,ojovZ9YLZM 
[2233] CANCEL_SET_BUY,LwNQpkd8mr,EZK 
[2234] SET_SELL_TRIGGER,jzi5Fg2GGS,AUJ,145.31 
[2235] CANCEL_SET_BUY,ojovZ9YLZM,ZQG 
[2236] SET_BUY_TRIGGER,LwNQpkd8mr,BUK,23.07 
[2237] CANCEL_SET_BUY,xFrzsBbeiS,QRQ 
[2238] SET_BUY_TRIGGER,umhaEY4lil,GPV,324.84 
[2239] CANCEL_SET_BUY,LwNQpkd8mr,FCT 
[2240] COMMIT_BUY,BqhMWgFe1n 
[2241] SET_SELL_TRIGGER,kul4JJSoHc,HWU,172.47 
[2242] CANCEL_SET_SELL,umhaEY4lil,EWK 
[2243] COMMIT_BUY,jzi5Fg2GGS 
[2244] SET_SELL_TRIGGER,sYJRWa0Mih,VNG,10.99 
[2245] SET_SELL_TRIGGER,ojovZ9YLZM,XZF,70.86 
[2246] SET_BUY_AMOUNT,sYJRWa0Mih,JGF,260.00 
[2247] SET_BUY_TRIGGER,w69hSQMdyy,FPH,177.86 
[2248] SELL,xFrzsBbeiS,MAO,351.85 
[2249] SET_BUY_AMOUNT,jzi5Fg2GGS,IHA,50.80 
[2250] SET_BUY_TRIGGER,sYJRWa0Mih,CAK,156.86 
[2251] CANCEL_SET_SELL,umhaEY4lil,VZP 
[2252] SELL,xFrzsBbeiS,VNG,459.91 
[2253] COMMIT_SELL,LwNQpkd8mr 
[2254] CANCEL_SET_SELL,CqOb5G0hB4,CDQ 
[2255] SET_SELL_TRIGGER,BqhMWgFe1n,WPJ,145.52 
[2256] CANCEL_BUY,ojovZ9YLZM 
[2257] SET_BUY_TRIGGER,jzi5Fg2GGS,VZP,26.50 
[2258] CANCEL_SELL,umhaEY4lil 
[2259] CANCEL_BUY,CqOb5G0hB4 
[2260] CANCEL_SET_SELL,BqhMWgFe1n,JEM 
[2261] COMMIT_BUY,sYJRWa0Mih 
[2262] SET_SELL_AMOUNT,w69hSQMdyy,EZK,479.56 
[2263] COMMIT_SELL,xFrzsBbeiS 
[2264] CANCEL_BUY,BqhMWgFe1n 
[2265] BUY,CqOb5G0hB4,FCT,735.28 
[2266] QUOTE,BqhMWgFe1n,JIS 
[2267] DISPLAY_SUMMARY,LwNQpkd8mr 
[2268] CANCEL_SET_BUY,LwNQpkd8mr,QLE 
[2269] SET_SELL_TRIGGER,w69hSQMdyy,EZK,116.15 
[2270] COMMIT_SELL,jzi5Fg2GGS 
[2271] DISPLAY_SUMMARY,LwNQpkd8mr 
[2272] BUY,BqhMWgFe1n,JIK,266.11 
[2273] COMMIT_BUY,w69hSQMdyy 
[2274] CANCEL_SET_SELL,LwNQpkd8mr,VNG 
[2275] QUOTE,jzi5Fg2GGS,MPD 
[2276] CANCEL_SELL,w69hSQMdyy 
[2277] CANCEL_SELL,kul4JJSoHc 
[2278] COMMIT_BUY,jzi5Fg2GGS 
[2279] ADD,LwNQpkd8mr,70926.92 
[2280] CANCEL_SELL,sYJRWa0Mih 
[2281] CANCEL_BUY,BqhMWgFe1n 
[2282] BUY,LwNQpkd8mr,FPH,78.42 
[2283] DISPLAY_SUMMARY,w69hSQMdyy 
[2284] QUOTE,xFrzsBbeiS,XZF 
[2285] ADD,BqhMWgFe1n,76861.47 
[2286] CANCEL_BUY,LwNQpkd8mr 
[2287] BUY,BqhMWgFe1n,AUJ,142.46 
[2288] BUY,xFrzsBbeiS,QRQ,405.99 
[2289] SET_BUY_AMOUNT,kul4JJSoHc,THF,223.99 
[2290] ADD,w69hSQMdyy,72985.21 
[2291] CANCEL_SET_SELL,sYJRWa0Mih,JIS 
[2292] COMMIT_BUY,ojovZ9YLZM 
[2293] COMMIT_SELL,ojovZ9YLZM 
[2294] COMMIT_BUY,ojovZ9YLZM 
[2295] CANCEL_SELL,w69hSQMdyy 
[2296] SET_BUY_TRIGGER,xFrzsBbeiS,QRQ,106.03 
[2297] SET_SELL_TRIGGER,jzi5Fg2GGS,CMO,23.24 
[2298] SET_SELL_AMOUNT,BqhMWgFe1n,JHH,737.51 
[2299] DISPLAY_SUMMARY,ojovZ9YLZM 
[2300] SELL,xFrzsBbeiS,IHA,698.39 
[2301] BUY,xFrzsBbeiS,JZV,162.55 
[2302] CANCEL_SELL,xFrzsBbeiS 
[2303] COMMIT_BUY,CqOb5G0hB4 
[2304] ADD,CqOb5G0hB4,73863.37 
[2305] SET_SELL_TRIGGER,BqhMWgFe1n,JHH,561.10 
[2306] CANCEL_SET_BUY,umhaEY4lil,AME 
[2307] BUY,umhaEY4lil,JGF,214.46 
[2308] SET_BUY_TRIGGER,kul4JJSoHc,BKM,13.49 
[2309] CANCEL_SELL,w69hSQMdyy 
[2310] CANCEL_BUY,xFrzsBbeiS 
[2311] COMMIT_BUY,kul4JJSoHc 
[2312] DISPLAY_SUMMARY,xFrzsBbeiS 
[2313] CANCEL_BUY,xFrzsBbeiS 
[2314] QUOTE,kul4JJSoHc,FPH 
[2315] ADD,BqhMWgFe1n,101210.95 
[2316] QUOTE,BqhMWgFe1n,BUK 
[2317] BUY,CqOb5G0hB4,CMO,306.21 
[2318] ADD,kul4JJSoHc,35841.45 
[2319] BUY,kul4JJSoHc,JEM,71.20 
[2320] CANCEL_SET_SELL,jzi5Fg2GGS,NZO 
[2321] SET_SELL_AMOUNT,LwNQpkd8mr,JIK,34.35 
[2322] DISPLAY_SUMMARY,umhaEY4lil 
[2323] SET_SELL_TRIGGER,LwNQpkd8mr,JIK,34.20 
[2324] CANCEL_SET_BUY,jzi5Fg2GGS,VZP 
[2325] CANCEL_SELL,jzi5Fg2GGS 
[2326] ADD,BqhMWgFe1n,75085.34 
[2327] QUOTE,BqhMWgFe1n,ZQG 
[2328] SET_BUY_TRIGGER,umhaEY4lil,JGF,132.45 
[2329] CANCEL_BUY,jzi5Fg2GGS 
[2330] ADD,xFrzsBbeiS,74348.41 
[2331] ADD,CqOb5G0hB4,79933.91 
[2332] SET_BUY_TRIGGER,sYJRWa0Mih,YGD,70.92 
[2333] DISPLAY_SUMMARY,sYJRWa0Mih 
[2334] CANCEL_SET_SELL,w69hSQMdyy,YGD 
[2335] CANCEL_SET_BUY,jzi5Fg2GGS,QDS 
[2336] CANCEL_SET_SELL,umhaEY4lil,WKQ 
[2337] CANCEL_BUY,BqhMWgFe1n 
[2338] QUOTE,kul4JJSoHc,QDS 
[2339] QUOTE,xFrzsBbeiS,AME 
[2340] ADD,sYJRWa0Mih,61287.10 
[2341] QUOTE,jzi5Fg2GGS,JZV 
[2342] CANCEL_SET_SELL,BqhMWgFe1n,ACY 
[2343] BUY,w69hSQMdyy,JIS,344.20 
[2344] CANCEL_BUY,w69hSQMdyy 
[2345] COMMIT_BUY,ojovZ9YLZM 
[2346] SELL,ojovZ9YLZM,JGF,641.21 
[2347] QUOTE,BqhMWgFe1n,IHA 
[2348] SELL,umhaEY4lil,MGF,69.40 
[2349] COMMIT_SELL,BqhMWgFe1n 
[2350] QUOTE,ojovZ9YLZM,JZV 
[2351] CANCEL_SET_SELL,jzi5Fg2GGS,RGP 
[2352] BUY,sYJRWa0Mih,GJT,422.21 
[2353] QUOTE,w69hSQMdyy,CMO 
[2354] QUOTE,ojovZ9YLZM,NZO 
[2355] COMMIT_SELL,umhaEY4lil 
[2356] QUOTE,sYJRWa0Mih,WMG 
[2357] CANCEL_SET_SELL,CqOb5G0hB4,XZF 
[2358] CANCEL_SELL,CqOb5G0hB4 
[2359] CANCEL_BUY,LwNQpkd8mr 
[2360] CANCEL_SET_SELL,sYJRWa0Mih,FCT 
[2361] QUOTE,ojovZ9YLZM,BKM 
[2362] CANCEL_SET_BUY,sYJRWa0Mih,BKM 
[2363] ADD,LwNQpkd8mr,83316.28 
[2364] CANCEL_SET_SELL,LwNQpkd8mr,UJD 
[2365] BUY,xFrzsBbeiS,XAG,254.96 
[2366] CANCEL_SET_SELL,sYJRWa0Mih,AUJ 
[2367] CANCEL_SELL,CqOb5G0hB4 
[2368] COMMIT_BUY,xFrzsBbeiS 
[2369] BUY,kul4JJSoHc,BKM,640.16 
[2370] BUY,xFrzsBbeiS,GPV,657.67 
[2371] QUOTE,kul4JJSoHc,AUJ 
[2372] ADD,sYJRWa0Mih,72578.07 
[2373] SET_BUY_AMOUNT,ojovZ9YLZM,THF,622.73 
[2374] SELL,umhaEY4lil,GAM,706.76 
[2375] ADD,kul4JJSoHc,82732.32 
[2376] SET_BUY_TRIGGER,ojovZ9YLZM,QDS,563.72 
[2377] QUOTE,sYJRWa0Mih,PXL 
[2378] CANCEL_SELL,BqhMWgFe1n 
[2379] CANCEL_SET_SELL,CqOb5G0hB4,AUJ 
[2380] SELL,LwNQpkd8mr,RGP,233.77 
[2381] QUOTE,xFrzsBbeiS,EWK 
[2382] SET_SELL_TRIGGER,umhaEY4lil,WPJ,4.33 
[2383] SET_SELL_TRIGGER,LwNQpkd8mr,BKM,180.74 
[2384] SELL,LwNQpkd8mr,JZV,608.01 
[2385] CANCEL_BUY,ojovZ9YLZM 
[2386] COMMIT_BUY,w69hSQMdyy 
[2387] CANCEL_SET_SELL,umhaEY4lil,JZV 
[2388] DISPLAY_SUMMARY,umhaEY4lil 
[2389] COMMIT_BUY,ojovZ9YLZM 
[2390] QUOTE,BqhMWgFe1n,GJT 
[2391] BUY,LwNQpkd8mr,GAM,368.26 
[2392] BUY,sYJRWa0Mih,GTQ,263.98 
[2393] SELL,jzi5Fg2GGS,BKM,106.86 
[2394] COMMIT_SELL,jzi5Fg2GGS 
[2395] SELL,xFrzsBbeiS,VNG,312.59 
[2396] DISPLAY_SUMMARY,umhaEY4lil 
[2397] BUY,sYJRWa0Mih,UTF,699.00 
[2398] QUOTE,BqhMWgFe1n,HLU 
[2399] ADD,w69hSQMdyy,84456.54 
[2400] SELL,jzi5Fg2GGS,ZQG,217.80 
[2401] CANCEL_SET_BUY,CqOb5G0hB4,JIS 
[2402] SET_BUY_TRIGGER,sYJRWa0Mih,JHH,41.31 
[2403] BUY,w69hSQMdyy,CAK,309.52 
[2404] ADD,ojovZ9YLZM,89828.77 
[2405] COMMIT_BUY,w69hSQMdyy 
[2406] SET_SELL_AMOUNT,BqhMWgFe1n,JHH,326.16 
[2407] SET_SELL_TRIGGER,BqhMWgFe1n,JHH,197.52 
[2408] CANCEL_SET_SELL,BqhMWgFe1n,UTF 
[2409] QUOTE,CqOb5G0hB4,NZO 
[2410] SET_SELL_AMOUNT,LwNQpkd8mr,CAK,660.32 
[2411] SET_SELL_TRIGGER,LwNQpkd8mr,CAK,305.64 
[2412] CANCEL_SET_SELL,sYJRWa0Mih,HBB 
[2413] COMMIT_SELL,sYJRWa0Mih 
[2414] COMMIT_BUY,ojovZ9YLZM 
[2415] QUOTE,jzi5Fg2GGS,CAK 
[2416] COMMIT_SELL,xFrzsBbeiS 
[2417] ADD,BqhMWgFe1n,69034.83 
[2418] DISPLAY_SUMMARY,jzi5Fg2GGS 
[2419] SELL,LwNQpkd8mr,ZQG,205.51 
[2420] SET_BUY_AMOUNT,LwNQpkd8mr,AUJ,46.94 
[2421] BUY,kul4JJSoHc,CMO,464.88 
[2422] CANCEL_BUY,xFrzsBbeiS 
[2423] SET_SELL_AMOUNT,umhaEY4lil,GAM,358.45 
[2424] SET_SELL_TRIGGER,CqOb5G0hB4,GJT,19.36 
[2425] ADD,jzi5Fg2GGS,89755.80 
[2426] CANCEL_SELL,CqOb5G0hB4 
[2427] CANCEL_SELL,sYJRWa0Mih 
[2428] QUOTE,kul4JJSoHc,JZV 
[2429] BUY,BqhMWgFe1n,PXL,422.20 
[2430] SET_BUY_AMOUNT,BqhMWgFe1n,THF,396.86 
[2431] COMMIT_BUY,sYJRWa0Mih 
[2432] SET_SELL_AMOUNT,xFrzsBbeiS,IHA,719.88 
[2433] SET_BUY_TRIGGER,BqhMWgFe1n,JHH,156.39 
[2434] QUOTE,kul4JJSoHc,MGF 
[2435] QUOTE,sYJRWa0Mih,MGF 
[2436] BUY,kul4JJSoHc,BUK,107.19 
[2437] COMMIT_BUY,kul4JJSoHc 
[2438] ADD,ojovZ9YLZM,73420.26 
[2439] SET_SELL_AMOUNT,w69hSQMdyy,GJT,379.40 
[2440] SET_SELL_TRIGGER,BqhMWgFe1n,YGD,21.84 
[2441] BUY,jzi5Fg2GGS,PXL,688.83 
[2442] SET_BUY_TRIGGER,LwNQpkd8mr,JIS,42.36 
[2443] BUY,ojovZ9YLZM,MPD,133.59 
[2444] COMMIT_SELL,CqOb5G0hB4 
[2445] ADD,BqhMWgFe1n,48555.44 
[2446] QUOTE,w69hSQMdyy,JIK 
[2447] CANCEL_BUY,CqOb5G0hB4 
[2448] CANCEL_SELL,LwNQpkd8mr 
[2449] QUOTE,w69hSQMdyy,OWG 
[2450] SET_SELL_TRIGGER,umhaEY4lil,GAM,2.94 
[2451] COMMIT_BUY,jzi5Fg2GGS 
[2452] SET_BUY_TRIGGER,w69hSQMdyy,CDQ,76.09 
[2453] SELL,w69hSQMdyy,XZF,127.83 
[2454] CANCEL_BUY,jzi5Fg2GGS 
[2455] DISPLAY_SUMMARY,CqOb5G0hB4 
[2456] ADD,kul4JJSoHc,67754.49 
[2457] COMMIT_BUY,umhaEY4lil 
[2458] SET_SELL_TRIGGER,xFrzsBbeiS,IHA,334.69 
[2459] COMMIT_SELL,umhaEY4lil 
[2460] SELL,umhaEY4lil,MAO,151.49 
[2461] SET_SELL_TRIGGER,jzi5Fg2GGS,MGF,139.47 
[2462] BUY,xFrzsBbeiS,CMO,625.54 
[2463] BUY,kul4JJSoHc,YGD,507.88 
[2464] COMMIT_BUY,BqhMWgFe1n 
[2465] BUY,w69hSQMdyy,OWG,618.13 
[2466] CANCEL_BUY,kul4JJSoHc 
[2467] CANCEL_SET_SELL,jzi5Fg2GGS,AUJ 
[2468] ADD,kul4JJSoHc,62425.49 
[2469] COMMIT_BUY,w69hSQMdyy 
[2470] COMMIT_SELL,umhaEY4lil 
[2471] CANCEL_BUY,xFrzsBbeiS 
[2472] QUOTE,LwNQpkd8mr,VNG 
[2473] COMMIT_SELL,LwNQpkd8mr 
[2474] BUY,kul4JJSoHc,HLU,721.99 
[2475] QUOTE,LwNQpkd8mr,BUK 
[2476] COMMIT_SELL,w69hSQMdyy 
[2477] COMMIT_BUY,ojovZ9YLZM 
[2478] CANCEL_BUY,ojovZ9YLZM 
[2479] ADD,ojovZ9YLZM,44062.88 
[2480] COMMIT_SELL,xFrzsBbeiS 
[2481] QUOTE,umhaEY4lil,CMO 
[2482] DISPLAY_SUMMARY,xFrzsBbeiS 
[2483] SET_SELL_AMOUNT,BqhMWgFe1n,GTQ,571.00 
[2484] SET_BUY_TRIGGER,jzi5Fg2GGS,JIK,94.30 
[2485] SET_SELL_TRIGGER,xFrzsBbeiS,EWK,26.48 
[2486] ADD,LwNQpkd8mr,63737.92 
[2487] CANCEL_SET_SELL,kul4JJSoHc,JZV 
[2488] SET_BUY_TRIGGER,kul4JJSoHc,PXL,61.60 
[2489] ADD,xFrzsBbeiS,60775.47 
[2490] ADD,kul4JJSoHc,80811.65 
[2491] BUY,xFrzsBbeiS,JZV,632.33 
[2492] SET_SELL_TRIGGER,BqhMWgFe1n,GTQ,239.18 
[2493] QUOTE,ojovZ9YLZM,VNG 
[2494] QUOTE,kul4JJSoHc,FCT 
[2495] COMMIT_SELL,CqOb5G0hB4 
[2496] BUY,ojovZ9YLZM,ZQG,540.16 
[2497] DISPLAY_SUMMARY,CqOb5G0hB4 
[2498] BUY,sYJRWa0Mih,IHA,611.81 
[2499] CANCEL_SELL,LwNQpkd8mr 
[2500] BUY,umhaEY4lil,CDQ,475.35 
[2501] CANCEL_SET_SELL,BqhMWgFe1n,CMO 
[2502] CANCEL_BUY,kul4JJSoHc 
[2503] BUY,jzi5Fg2GGS,VNG,623.44 
[2504] CANCEL_SELL,umhaEY4lil 
[2505] SET_SELL_TRIGGER,xFrzsBbeiS,BKM,162.85 
[2506] SET_BUY_AMOUNT,xFrzsBbeiS,GAM,27.99 
[2507] COMMIT_SELL,BqhMWgFe1n 
[2508] ADD,kul4JJSoHc,75090.46 
[2509] SET_SELL_TRIGGER,umhaEY4lil,JHH,181.48 
[2510] COMMIT_BUY,jzi5Fg2GGS 
[2511] SET_BUY_TRIGGER,xFrzsBbeiS,PXL,21.07 
[2512] CANCEL_BUY,ojovZ9YLZM 
[2513] SELL,CqOb5G0hB4,EZK,139.92 
[2514] COMMIT_BUY,sYJRWa0Mih 
[2515] DISPLAY_SUMMARY,w69hSQMdyy 
[2516] ADD,sYJRWa0Mih,83242.68 
[2517] ADD,jzi5Fg2GGS,74263.68 
[2518] QUOTE,kul4JJSoHc,MAO 
[2519] SET_SELL_AMOUNT,BqhMWgFe1n,JZV,510.97 
[2520] CANCEL_BUY,xFrzsBbeiS 
[2521] CANCEL_SET_BUY,ojovZ9YLZM,XRS 
[2522] CANCEL_SET_SELL,w69hSQMdyy,GJT 
[2523] COMMIT_SELL,ojovZ9YLZM 
[2524] DISPLAY_SUMMARY,ojovZ9YLZM 
[2525] BUY,BqhMWgFe1n,JZV,230.57 
[2526] BUY,kul4JJSoHc,NZO,23.34 
[2527] COMMIT_BUY,kul4JJSoHc 
[2528] COMMIT_SELL,CqOb5G0hB4 
[2529] BUY,kul4JJSoHc,OOP,308.97 
[2530] DISPLAY_SUMMARY,CqOb5G0hB4 
[2531] COMMIT_BUY,kul4JJSoHc 
[2532] DISPLAY_SUMMARY,ojovZ9YLZM 
[2533] COMMIT_BUY,xFrzsBbeiS 
[2534] QUOTE,umhaEY4lil,THF 
[2535] ADD,ojovZ9YLZM,67816.88 
[2536] BUY,sYJRWa0Mih,FCT,49.35 
[2537] BUY,umhaEY4lil,UTF,621.42 
[2538] DISPLAY_SUMMARY,jzi5Fg2GGS 
[2539] COMMIT_SELL,kul4JJSoHc 
[2540] SELL,CqOb5G0hB4,MAO,294.67 
[2541] COMMIT_BUY,sYJRWa0Mih 
[2542] CANCEL_BUY,w69hSQMdyy 
[2543] DISPLAY_SUMMARY,kul4JJSoHc 
[2544] COMMIT_BUY,BqhMWgFe1n 
[2545] CANCEL_BUY,xFrzsBbeiS 
[2546] SET_SELL_AMOUNT,kul4JJSoHc,GAM,714.72 
[2547] SELL,sYJRWa0Mih,JGF,136.17 
[2548] SET_BUY_TRIGGER,xFrzsBbeiS,XAG,191.27 
[2549] CANCEL_SELL,sYJRWa0Mih 
[2550] CANCEL_SELL,CqOb5G0hB4 
[2551] SELL,w69hSQMdyy,RGP,107.16 
[2552] ADD,LwNQpkd8mr,68655.31 
[2553] QUOTE,ojovZ9YLZM,BUK 
[2554] SET_SELL_TRIGGER,jzi5Fg2GGS,FCT,48.86 
[2555] COMMIT_BUY,umhaEY4lil 
[2556] SELL,BqhMWgFe1n,JIK,550.84 
[2557] SET_SELL_TRIGGER,kul4JJSoHc,GAM,426.27 
[2558] SELL,kul4JJSoHc,JGF,292.08 
[2559] CANCEL_SELL,w69hSQMdyy 
[2560] QUOTE,ojovZ9YLZM,VNG 
[2561] CANCEL_SET_SELL,sYJRWa0Mih,HWU 
[2562] SET_SELL_TRIGGER,sYJRWa0Mih,JIK,1.13 
[2563] CANCEL_SET_SELL,jzi5Fg2GGS,JIK 
[2564] CANCEL_SET_BUY,w69hSQMdyy,EWK 
[2565] CANCEL_SET_BUY,umhaEY4lil,RGP 
[2566] CANCEL_BUY,CqOb5G0hB4 
[2567] CANCEL_SET_SELL,xFrzsBbeiS,CMO 
[2568] BUY,LwNQpkd8mr,ZQG,537.82 
[2569] QUOTE,ojovZ9YLZM,CMO 
[2570] SELL,umhaEY4lil,GAM,233.98 
[2571] QUOTE,w69hSQMdyy,UTF 
[2572] COMMIT_SELL,jzi5Fg2GGS 
[2573] COMMIT_BUY,w69hSQMdyy 
[2574] SELL,w69hSQMdyy,IHA,631.04 
[2575] CANCEL_BUY,LwNQpkd8mr 
[2576] COMMIT_SELL,w69hSQMdyy 
[2577] COMMIT_SELL,BqhMWgFe1n 
[2578] BUY,CqOb5G0hB4,QDS,112.51 
[2579] SELL,w69hSQMdyy,JIK,128.88 
[2580] QUOTE,ojovZ9YLZM,CDQ 
[2581] SET_SELL_AMOUNT,w69hSQMdyy,OOP,636.93 
