[1] ADD,lLn3fa1FIk,75576.00 
[9126] SET_BUY_TRIGGER,XeYo2ezKey,SUS,71.17 
[9127] ADD,gou39c5KlQ,67822.95 
[9128] SET_BUY_AMOUNT,kryOHlcACM,JVT,225.79 
[9129] DISPLAY_SUMMARY,VEusTtq5S7 
[9130] COMMIT_BUY,cehNQrvm7R 
[9131] ADD,kcrL7pVjFP,80153.04 
[9132] QUOTE,e7Zw0RBCl6,GAV 
[9133] SET_BUY_AMOUNT,v2iT5RAbiA,JVT,393.88 
[9134] SET_BUY_AMOUNT,uzApK6tlMI,JVT,236.87 
[9135] BUY,xKgBJKhIlx,INB,743.76 
[9136] SET_SELL_TRIGGER,YBTGw9v3Cl,YDD,28.30 
[9137] QUOTE,3mEsf51UBo,OSC 
[9138] SET_BUY_TRIGGER,hPnf9OsmbW,OZO,55.48 
[9139] SET_BUY_TRIGGER,XeYo2ezKey,KWP,0.66 
[9140] SET_SELL_AMOUNT,XeYo2ezKey,KES,131.37 
[9141] COMMIT_SELL,CetaglZj6n 
[9142] BUY,XwKSBoZ6lO,PYM,367.40 
[9143] SET_BUY_AMOUNT,XwKSBoZ6lO,QJZ,736.01 
[9144] BUY,akVcdarOA3,SQO,63.81 
[9145] COMMIT_BUY,TRCadzjH8F 
[9146] SET_BUY_AMOUNT,FOsYiQU5Qk,KES,134.72 
[9147] SET_SELL_AMOUNT,unNg5XYq8A,KDA,464.18 
[9148] CANCEL_BUY,QXEQWDUSMg 
[9149] SET_BUY_TRIGGER,FOsYiQU5Qk,PPY,94.91 
[9150] ADD,kMcjEkmbDd,74067.71 
[9151] CANCEL_BUY,LAu7ZpcWWv 
[9152] SET_BUY_TRIGGER,xETyPXWhj9,JMG,71.84 
[9153] SET_SELL_AMOUNT,n9qniWnHrs,FQP,124.60 
[9154] SET_SELL_AMOUNT,WUsol6wtDm,KDA,518.07 
[9155] ADD,U4jQmk30QS,67870.29 
[9156] SET_BUY_TRIGGER,v2iT5RAbiA,LKK,306.07 
[9157] COMMIT_BUY,REUXfFUthD 
[9158] CANCEL_SELL,nV1jqGc3b6 
[9159] BUY,km22Ao7dfo,LLF,511.35 
[9160] SET_SELL_AMOUNT,hBEPbg75Qp,KES,543.24 
[9161] SET_BUY_TRIGGER,0oVAF91nA3,RXO,167.41 
[9162] SET_SELL_TRIGGER,gou39c5KlQ,DJD,81.78 
[9163] ADD,xka9Jdr7ac,84920.61 
[9164] SET_SELL_TRIGGER,unNg5XYq8A,KDA,144.66 
[9165] SELL,t56BLlGu3K,FQP,572.56 
[9166] SET_SELL_TRIGGER,hBEPbg75Qp,KES,248.74 
[9167] SELL,uWX4TGhR6O,QJZ,445.17 
[9168] QUOTE,FLeNlw500v,VOY 
[9169] SELL,XwKSBoZ6lO,FQP,380.58 
[9170] COMMIT_SELL,HPxIuj9S6A 
[9171] SET_SELL_TRIGGER,km22Ao7dfo,WUL,14.62 
[9172] SELL,TRCadzjH8F,OEY,423.09 
[9173] CANCEL_BUY,XwKSBoZ6lO 
[9174] ADD,mR1GL8In4q,67658.57 
[9175] BUY,p876fU7BEx,JUJ,60.86 
[9176] SET_BUY_AMOUNT,4vBuSX8YYJ,KES,364.27 
[9177] BUY,lLn3fa1FIk,GPC,335.54 
[9178] COMMIT_BUY,oAd3QaqYgz 
[9179] SET_SELL_TRIGGER,OO6PWyjuYk,FQP,7.27 
[9180] SET_BUY_AMOUNT,km22Ao7dfo,KES,108.54 
[9181] QUOTE,JZJCffUI5S,XLK 
[9182] ADD,gou39c5KlQ,77271.15 
[9183] BUY,AwEXQhdKGW,POE,480.69 
[9184] SET_SELL_TRIGGER,WUsol6wtDm,KDA,302.48 
[9185] CANCEL_BUY,NmnabmB6tO 
[9186] ADD,WUsol6wtDm,68544.38 
[9187] SELL,etWfSg2zBt,JVT,745.28 
[9188] COMMIT_SELL,TViJpUe5JR 
[9189] CANCEL_SET_SELL,e6JAmPjBmb,ALG 
[9190] COMMIT_SELL,uWX4TGhR6O 
[9191] SET_BUY_TRIGGER,UUcfl1X3U9,FOV,125.37 
[9192] BUY,69DAEr1YIe,ATW,440.54 
[9193] QUOTE,hrINHOrbWw,PRJ 
[9194] COMMIT_BUY,ooUBBK63Qe 
[9195] QUOTE,nV1jqGc3b6,TOL 
[9196] SET_BUY_TRIGGER,2xvOQRaMMK,KTU,163.43 
[9197] SET_SELL_TRIGGER,XeYo2ezKey,KES,32.93 
[9198] SET_BUY_TRIGGER,TViJpUe5JR,BYM,50.72 
[9199] COMMIT_BUY,6bw5h7oAdg 
[9200] ADD,e6JAmPjBmb,103751.14 
[9201] BUY,e6JAmPjBmb,TYV,65.14 
[9202] SELL,XeYo2ezKey,QJZ,20.55 
[9203] CANCEL_SET_SELL,n4E566ZogW,PXY 
[9204] SET_BUY_TRIGGER,28VL4WCD6l,YBB,38.91 
[9205] BUY,JZJCffUI5S,QLM,64.83 
[9206] COMMIT_SELL,e6JAmPjBmb 
[9207] SET_BUY_TRIGGER,vRUafgIjuV,VMD,194.01 
[9208] COMMIT_BUY,lLn3fa1FIk 
[9209] QUOTE,n4E566ZogW,PVZ 
[9210] QUOTE,hPnf9OsmbW,VXY 
[9211] COMMIT_BUY,p876fU7BEx 
[9212] SET_SELL_TRIGGER,kESyNMCJeA,KES,251.15 
[9213] SET_SELL_TRIGGER,1uGQw5a691,QJZ,299.81 
[9214] BUY,FLeNlw500v,QAX,285.60 
[9215] SELL,3mEsf51UBo,KES,114.71 
[9216] COMMIT_BUY,y5IWeezXEN 
[9217] SELL,LAu7ZpcWWv,JVT,720.64 
[9218] ADD,VEusTtq5S7,63405.61 
[9219] COMMIT_BUY,Z5Z6RJO7ho 
[9220] COMMIT_BUY,gou39c5KlQ 
[9221] CANCEL_BUY,JZJCffUI5S 
[9222] SET_BUY_TRIGGER,F3iruDCI8F,XYV,418.27 
[9223] SET_BUY_AMOUNT,HGsodwsfKO,KDA,616.77 
[9224] COMMIT_SELL,XeYo2ezKey 
[9225] COMMIT_BUY,69DAEr1YIe 
[9226] SET_BUY_TRIGGER,gou39c5KlQ,PMX,36.77 
[9227] COMMIT_SELL,dALWhJa374 
[9228] ADD,QXEQWDUSMg,74502.29 
[9229] ADD,Rq5xFLYt6l,90105.97 
[9230] ADD,KnTBc3qwcr,83463.19 
[9231] ADD,TViJpUe5JR,59781.68 
[9232] BUY,hrINHOrbWw,YBO,15.72 
[9233] SET_BUY_TRIGGER,UuEeoiTzyl,GRD,173.18 
[9234] DISPLAY_SUMMARY,p876fU7BEx 
[9235] COMMIT_SELL,t56BLlGu3K 
[9236] BUY,NcGvD9d4mj,XME,326.53 
[9237] BUY,D6zA2CRl22,UBJ,567.67 
[9238] ADD,CetaglZj6n,56286.50 
[9239] SET_SELL_AMOUNT,t56BLlGu3K,OEY,506.36 
[9240] SET_BUY_AMOUNT,9Z89FNPK7B,JCQ,335.60 
[9241] SET_BUY_TRIGGER,akVcdarOA3,FKX,17.82 
[9242] DISPLAY_SUMMARY,oAd3QaqYgz 
[9243] SET_SELL_TRIGGER,n9qniWnHrs,FQP,70.90 
[9244] SET_BUY_TRIGGER,JZJCffUI5S,YWK,75.84 
[9245] SET_SELL_TRIGGER,69DAEr1YIe,RDK,181.41 
[9246] COMMIT_SELL,TRCadzjH8F 
[9247] BUY,7UUhSRHInh,BBD,501.88 
[9248] COMMIT_BUY,7UUhSRHInh 
[9249] ADD,2xvOQRaMMK,90858.16 
[9250] DISPLAY_SUMMARY,XwKSBoZ6lO 
[9251] ADD,g3Xh0OB6vf,69859.90 
[9252] SET_BUY_TRIGGER,km22Ao7dfo,DLQ,84.47 
[9253] SELL,0oVAF91nA3,KDA,62.63 
[9254] SELL,9RCeWXbzj9,JVT,390.08 
[9255] QUOTE,km22Ao7dfo,RVU 
[9256] SET_BUY_TRIGGER,9Z89FNPK7B,KES,308.90 
[9257] SET_SELL_AMOUNT,Z5Z6RJO7ho,JVT,498.79 
[9258] COMMIT_BUY,HBb0dWvkmH 
[9259] BUY,LAu7ZpcWWv,VNO,631.40 
[9260] ADD,vmBnGlfW5S,63052.80 
[9261] SET_SELL_TRIGGER,7Jo2brvLiF,PJW,56.19 
[9262] SELL,UUcfl1X3U9,FQP,89.85 
[9263] ADD,TRCadzjH8F,51494.53 
[9264] QUOTE,dALWhJa374,TVI 
[9265] QUOTE,xRR8b3q6bp,WJP 
[9266] DISPLAY_SUMMARY,p876fU7BEx 
[9267] QUOTE,QXEQWDUSMg,SNU 
[9268] DISPLAY_SUMMARY,v2iT5RAbiA 
[9269] QUOTE,TRCadzjH8F,OOT 
[9270] SET_SELL_TRIGGER,UUcfl1X3U9,OZW,34.15 
[9271] SET_BUY_TRIGGER,uzApK6tlMI,JUV,197.55 
[9272] SET_SELL_TRIGGER,xETyPXWhj9,IAV,20.47 
[9273] COMMIT_SELL,9RCeWXbzj9 
[9274] ADD,F3iruDCI8F,70487.76 
[9275] ADD,NmnabmB6tO,64883.06 
[9276] QUOTE,XwKSBoZ6lO,PBV 
[9277] SET_SELL_AMOUNT,LX1FeVjg6k,OEY,393.68 
[9278] BUY,v2iT5RAbiA,CBY,585.02 
[9279] QUOTE,7Jo2brvLiF,JGO 
[9280] ADD,kESyNMCJeA,85970.69 
[9281] DISPLAY_SUMMARY,eGGeSBtfEQ 
[9282] BUY,km22Ao7dfo,DRO,329.27 
[9283] CANCEL_SELL,REUXfFUthD 
[9284] DISPLAY_SUMMARY,x8GMbOCXJX 
[9285] SET_SELL_TRIGGER,LtO7mQU2OX,UGT,36.73 
[9286] ADD,n9qniWnHrs,84763.61 
[9287] SET_BUY_AMOUNT,AwEXQhdKGW,KES,158.92 
[9288] QUOTE,NmnabmB6tO,BTP 
[9289] SET_SELL_TRIGGER,km22Ao7dfo,BFU,83.39 
[9290] BUY,8IA1PUK3hd,TUO,148.23 
[9291] SET_BUY_AMOUNT,F0mQHf8fev,QJZ,504.01 
[9292] QUOTE,nV1jqGc3b6,QOQ 
[9293] COMMIT_SELL,2GizxWZj6J 
[9294] SET_BUY_TRIGGER,HGsodwsfKO,DJD,216.56 
[9295] SELL,akVcdarOA3,JVT,367.98 
[9296] BUY,ZVyQqBS4Yw,XAB,311.80 
[9297] BUY,hPnf9OsmbW,XPX,623.31 
[9298] QUOTE,pIkIgs3Y8E,WDC 
[9299] SET_SELL_AMOUNT,lLn3fa1FIk,KES,365.19 
[9300] QUOTE,kMcjEkmbDd,NAR 
[9301] SET_SELL_AMOUNT,8pCSyzEP5L,KDA,675.05 
[9302] ADD,p876fU7BEx,79107.19 
[9303] QUOTE,U4jQmk30QS,BSG 
[9304] DISPLAY_SUMMARY,9RCeWXbzj9 
[9305] QUOTE,n4E566ZogW,ZAO 
[9306] SELL,XwKSBoZ6lO,KES,390.89 
[9307] SET_BUY_TRIGGER,kryOHlcACM,VGW,42.48 
[9308] BUY,kMcjEkmbDd,IHA,647.06 
[9309] CANCEL_SET_BUY,8IA1PUK3hd,CBQ 
[9310] BUY,e7Zw0RBCl6,SDW,285.25 
[9311] COMMIT_BUY,hrINHOrbWw 
[9312] DISPLAY_SUMMARY,XeYo2ezKey 
[9313] SET_BUY_TRIGGER,y5IWeezXEN,FOW,15.82 
[9314] COMMIT_SELL,HPxIuj9S6A 
[9315] BUY,uzApK6tlMI,WKE,180.85 
[9316] QUOTE,7UUhSRHInh,ZFK 
[9317] SET_SELL_TRIGGER,8IA1PUK3hd,JLO,12.34 
[9318] BUY,xka9Jdr7ac,JVE,134.99 
[9319] ADD,HGsodwsfKO,65935.28 
[9320] SET_BUY_TRIGGER,7UUhSRHInh,POE,68.84 
[9321] SET_SELL_TRIGGER,Z5Z6RJO7ho,JVT,303.69 
[9322] COMMIT_SELL,3mEsf51UBo 
[9323] BUY,KnTBc3qwcr,JKX,142.94 
[9324] SET_BUY_TRIGGER,eGGeSBtfEQ,SAJ,55.94 
[9325] QUOTE,vmBnGlfW5S,DWX 
[9326] QUOTE,mR1GL8In4q,RNE 
[9327] BUY,TRCadzjH8F,YEW,246.20 
[9328] COMMIT_BUY,KnTBc3qwcr 
[9329] COMMIT_SELL,0oVAF91nA3 
[9330] ADD,cehNQrvm7R,63905.60 
[9331] ADD,hBEPbg75Qp,61738.75 
[9332] CANCEL_SELL,wYQUhjq8PE 
[9333] ADD,KnTBc3qwcr,48965.43 
[9334] CANCEL_SELL,VEusTtq5S7 
[9335] BUY,QXEQWDUSMg,YEH,611.28 
[9336] COMMIT_BUY,v2iT5RAbiA 
[9337] BUY,ZVyQqBS4Yw,VND,574.70 
[9338] SET_SELL_AMOUNT,hBEPbg75Qp,FQP,491.21 
[9339] SET_BUY_TRIGGER,pIkIgs3Y8E,OOI,89.69 
[9340] BUY,TViJpUe5JR,DWF,216.16 
[9341] CANCEL_BUY,QXEQWDUSMg 
[9342] SET_SELL_AMOUNT,hPnf9OsmbW,KDA,567.89 
[9343] CANCEL_SET_SELL,lLn3fa1FIk,KES 
[9344] ADD,UuEeoiTzyl,65474.43 
[9345] DISPLAY_SUMMARY,HBb0dWvkmH 
[9346] COMMIT_SELL,XwKSBoZ6lO 
[9347] SET_BUY_AMOUNT,oAd3QaqYgz,KDA,622.85 
[9348] BUY,UuEeoiTzyl,VNO,191.24 
[9349] SET_SELL_TRIGGER,LAu7ZpcWWv,XPX,137.14 
[9350] COMMIT_BUY,TViJpUe5JR 
[9351] BUY,wYQUhjq8PE,HEJ,52.46 
[9352] SET_BUY_TRIGGER,AnPcs8yTdQ,XOL,140.61 
[9353] QUOTE,VEusTtq5S7,MVI 
[9354] QUOTE,KnTBc3qwcr,ZNY 
[9355] CANCEL_SET_BUY,LtO7mQU2OX,VNF 
[9356] COMMIT_BUY,D6zA2CRl22 
[9357] SET_SELL_TRIGGER,v2iT5RAbiA,XNZ,65.70 
[9358] BUY,7Jo2brvLiF,PPW,384.45 
[9359] QUOTE,NmnabmB6tO,JKX 
[9360] SET_SELL_AMOUNT,OO6PWyjuYk,JVT,163.32 
[9361] DISPLAY_SUMMARY,7UUhSRHInh 
[9362] CANCEL_SELL,FLeNlw500v 
[9363] COMMIT_BUY,HBbyhPrKJi 
[9364] CANCEL_BUY,etWfSg2zBt 
[9365] COMMIT_BUY,69DAEr1YIe 
[9366] ADD,mR1GL8In4q,64596.04 
[9367] DISPLAY_SUMMARY,oAd3QaqYgz 
[9368] QUOTE,NcGvD9d4mj,DWK 
[9369] QUOTE,g3Xh0OB6vf,OOV 
[9370] SET_SELL_TRIGGER,t56BLlGu3K,OEY,146.79 
[9371] SET_SELL_TRIGGER,vRUafgIjuV,ZTI,116.21 
[9372] SET_SELL_TRIGGER,aMMzTGXVGg,XOA,110.79 
[9373] DISPLAY_SUMMARY,2GizxWZj6J 
[9374] SELL,UuEeoiTzyl,KES,35.77 
[9375] ADD,9RCeWXbzj9,69394.28 
[9376] QUOTE,n9qniWnHrs,VTY 
[9377] SET_BUY_AMOUNT,uWX4TGhR6O,OEY,184.90 
[9378] SET_SELL_TRIGGER,LAu7ZpcWWv,IFU,42.13 
[9379] ADD,lLn3fa1FIk,46418.30 
[9380] DISPLAY_SUMMARY,BOvGL2MRxg 
[9381] DISPLAY_SUMMARY,FjKEXA3hdZ 
[9382] QUOTE,2GizxWZj6J,KDA 
[9383] BUY,g3Xh0OB6vf,SOT,205.07 
[9384] QUOTE,CetaglZj6n,AVH 
[9385] DISPLAY_SUMMARY,NcGvD9d4mj 
[9386] ADD,9Z89FNPK7B,75418.36 
[9387] BUY,xgci4T0tkO,QLM,38.97 
[9388] ADD,28VL4WCD6l,74565.45 
[9389] QUOTE,9RCeWXbzj9,CMA 
[9390] CANCEL_BUY,7Jo2brvLiF 
[9391] ADD,AnPcs8yTdQ,77574.09 
[9392] COMMIT_BUY,U4jQmk30QS 
[9393] CANCEL_SET_BUY,xKgBJKhIlx,ILT 
[9394] SET_SELL_AMOUNT,FOsYiQU5Qk,KDA,511.79 
[9395] SET_BUY_AMOUNT,LAu7ZpcWWv,KDA,32.80 
[9396] SET_BUY_TRIGGER,6bw5h7oAdg,PHJ,85.35 
[9397] COMMIT_BUY,TRCadzjH8F 
[9398] ADD,UUcfl1X3U9,80827.54 
[9399] ADD,y5IWeezXEN,97981.22 
[9400] SET_BUY_AMOUNT,LtO7mQU2OX,JVT,493.87 
[9401] ADD,HBb0dWvkmH,75507.39 
[9402] ADD,ooUBBK63Qe,98116.49 
[9403] BUY,6bw5h7oAdg,TYV,540.61 
[9404] SELL,F0mQHf8fev,EBS,46.00 
[9405] ADD,FjKEXA3hdZ,41764.85 
[9406] QUOTE,Rq5xFLYt6l,RWM 
[9407] QUOTE,HPxIuj9S6A,NZS 
[9408] QUOTE,lLn3fa1FIk,TUO 
[9409] BUY,uzApK6tlMI,YUR,711.68 
[9410] BUY,n9qniWnHrs,HFI,317.44 
[9411] QUOTE,4vBuSX8YYJ,JRY 
[9412] SET_SELL_TRIGGER,hPnf9OsmbW,KDA,493.26 
[9413] SET_SELL_TRIGGER,FOsYiQU5Qk,KDA,372.40 
[9414] BUY,xRR8b3q6bp,ZJB,736.79 
[9415] ADD,XwKSBoZ6lO,63469.71 
[9416] CANCEL_SET_SELL,2GizxWZj6J,OGR 
[9417] QUOTE,ooUBBK63Qe,FPP 
[9418] CANCEL_SET_BUY,xETyPXWhj9,BPP 
[9419] BUY,oAd3QaqYgz,DWX,171.16 
[9420] QUOTE,0oVAF91nA3,NUV 
[9421] SET_BUY_TRIGGER,KnTBc3qwcr,NLP,7.93 
[9422] SET_BUY_TRIGGER,LtO7mQU2OX,FQG,436.39 
[9423] SET_BUY_AMOUNT,REUXfFUthD,GYF,354.52 
[9424] BUY,VEusTtq5S7,OHG,118.68 
[9425] ADD,TRCadzjH8F,75380.91 
[9426] BUY,FOsYiQU5Qk,HCN,351.48 
[9427] ADD,vmBnGlfW5S,68531.61 
[9428] SET_BUY_TRIGGER,REUXfFUthD,SAR,279.02 
[9429] CANCEL_BUY,wYQUhjq8PE 
[9430] DISPLAY_SUMMARY,1uGQw5a691 
[9431] CANCEL_BUY,F0mQHf8fev 
[9432] QUOTE,lLn3fa1FIk,HIW 
[9433] CANCEL_SET_SELL,Rq5xFLYt6l,UZZ 
[9434] DISPLAY_SUMMARY,3mEsf51UBo 
[9435] SET_SELL_TRIGGER,wYQUhjq8PE,WJS,131.92 
[9436] SET_SELL_TRIGGER,8pCSyzEP5L,KDA,535.91 
[9437] SELL,7Jo2brvLiF,QJZ,605.22 
[9438] BUY,8xgyjkdphP,CGW,402.73 
[9439] QUOTE,kryOHlcACM,VKB 
[9440] SELL,unNg5XYq8A,GYF,482.15 
[9441] CANCEL_SELL,UuEeoiTzyl 
[9442] QUOTE,aMMzTGXVGg,YQC 
[9443] CANCEL_SET_BUY,uWX4TGhR6O,ZAV 
[9444] BUY,p876fU7BEx,OPN,515.55 
[9445] BUY,9Z89FNPK7B,ZYR,73.21 
[9446] SET_BUY_TRIGGER,q0Qp5MF3CI,NOP,214.32 
[9447] ADD,4vBuSX8YYJ,72633.76 
[9448] CANCEL_BUY,n9qniWnHrs 
[9449] QUOTE,TRCadzjH8F,FCM 
[9450] SET_BUY_AMOUNT,69DAEr1YIe,JVT,679.02 
[9451] SET_BUY_TRIGGER,NmnabmB6tO,FYA,57.97 
[9452] ADD,NmnabmB6tO,57863.93 
[9453] QUOTE,REUXfFUthD,GSW 
[9454] ADD,Z5Z6RJO7ho,90432.01 
[9455] DISPLAY_SUMMARY,QXEQWDUSMg 
[9456] ADD,U4jQmk30QS,69665.33 
[9457] CANCEL_SELL,dALWhJa374 
[9458] BUY,28VL4WCD6l,WAO,575.95 
[9459] ADD,TRCadzjH8F,65632.38 
[9460] BUY,hrINHOrbWw,MHQ,296.85 
[9461] SET_BUY_TRIGGER,g3Xh0OB6vf,ECL,106.14 
[9462] ADD,dALWhJa374,80016.92 
[9463] CANCEL_SET_SELL,hQaIWhluU7,UTV 
[9464] CANCEL_SET_SELL,LX1FeVjg6k,OEY 
[9465] BUY,0oVAF91nA3,CCH,529.15 
[9466] QUOTE,lLn3fa1FIk,ZAV 
[9467] QUOTE,9RCeWXbzj9,NFQ 
[9468] QUOTE,F3iruDCI8F,YVS 
[9469] BUY,YBTGw9v3Cl,DBR,360.84 
[9470] ADD,g3Xh0OB6vf,79636.34 
[9471] COMMIT_BUY,28VL4WCD6l 
[9472] CANCEL_SET_SELL,1uGQw5a691,DES 
[9473] SET_SELL_AMOUNT,UuEeoiTzyl,JVT,729.71 
[9474] QUOTE,NcGvD9d4mj,YRL 
[9475] SET_BUY_AMOUNT,xETyPXWhj9,FQP,42.85 
[9476] QUOTE,F3iruDCI8F,UDM 
[9477] COMMIT_BUY,xgci4T0tkO 
[9478] BUY,n4E566ZogW,PNP,437.45 
[9479] QUOTE,2xvOQRaMMK,RVU 
[9480] SET_SELL_TRIGGER,TViJpUe5JR,KEV,98.17 
[9481] ADD,Rq5xFLYt6l,79931.84 
[9482] QUOTE,vRUafgIjuV,WKG 
[9483] COMMIT_SELL,ZVyQqBS4Yw 
[9484] QUOTE,y5IWeezXEN,PUC 
[9485] DISPLAY_SUMMARY,LtO7mQU2OX 
[9486] COMMIT_BUY,0oVAF91nA3 
[9487] COMMIT_BUY,xRR8b3q6bp 
[9488] QUOTE,NcGvD9d4mj,FKI 
[9489] CANCEL_SET_BUY,WUsol6wtDm,ARP 
[9490] DISPLAY_SUMMARY,KnTBc3qwcr 
[9491] COMMIT_SELL,unNg5XYq8A 
[9492] COMMIT_BUY,KnTBc3qwcr 
[9493] SET_SELL_AMOUNT,ZVyQqBS4Yw,KES,640.03 
[9494] BUY,NcGvD9d4mj,LTB,291.65 
[9495] CANCEL_SET_BUY,FOsYiQU5Qk,PYB 
[9496] SELL,hPnf9OsmbW,FQP,143.04 
[9497] BUY,UUcfl1X3U9,WDJ,408.88 
[9498] BUY,xKgBJKhIlx,HNW,502.37 
[9499] BUY,NmnabmB6tO,HWO,208.97 
[9500] SET_SELL_AMOUNT,e7Zw0RBCl6,FQP,47.43 
[9501] SET_SELL_TRIGGER,hPnf9OsmbW,WNU,141.35 
[9502] BUY,9RCeWXbzj9,JMX,411.24 
[9503] CANCEL_BUY,uzApK6tlMI 
[9504] CANCEL_BUY,9Z89FNPK7B 
[9505] SELL,n9qniWnHrs,GYF,40.94 
[9506] DISPLAY_SUMMARY,unNg5XYq8A 
[9507] QUOTE,28VL4WCD6l,NFQ 
[9508] SET_SELL_TRIGGER,UuEeoiTzyl,JVT,650.78 
[9509] SET_SELL_AMOUNT,8xgyjkdphP,GYF,147.56 
[9510] ADD,8IA1PUK3hd,56500.45 
[9511] SET_SELL_AMOUNT,aMMzTGXVGg,KDA,680.78 
[9512] CANCEL_SET_BUY,F0mQHf8fev,XBL 
[9513] SET_BUY_TRIGGER,pIkIgs3Y8E,OYS,105.83 
[9514] COMMIT_BUY,oAd3QaqYgz 
[9515] SET_SELL_TRIGGER,ZVyQqBS4Yw,KES,255.75 
[9516] SET_SELL_AMOUNT,Z5Z6RJO7ho,FQP,109.39 
[9517] SELL,HBbyhPrKJi,GYF,295.67 
[9518] BUY,kryOHlcACM,BFU,190.58 
[9519] CANCEL_BUY,kryOHlcACM 
[9520] CANCEL_SET_SELL,hBEPbg75Qp,FQP 
[9521] DISPLAY_SUMMARY,kryOHlcACM 
[9522] COMMIT_BUY,FjKEXA3hdZ 
[9523] SET_SELL_TRIGGER,pIkIgs3Y8E,JQO,172.65 
[9524] ADD,6bw5h7oAdg,86081.24 
[9525] SET_BUY_AMOUNT,n4E566ZogW,JCQ,412.27 
[9526] QUOTE,oAd3QaqYgz,AOC 
[9527] CANCEL_SET_BUY,km22Ao7dfo,BJL 
[9528] SET_SELL_TRIGGER,t56BLlGu3K,RYU,169.80 
[9529] ADD,ZVyQqBS4Yw,73462.66 
[9530] SELL,aMMzTGXVGg,FQP,243.88 
[9531] SET_BUY_AMOUNT,unNg5XYq8A,FQP,643.20 
[9532] BUY,F0mQHf8fev,ZMS,457.84 
[9533] CANCEL_SELL,FOsYiQU5Qk 
[9534] SET_SELL_AMOUNT,v2iT5RAbiA,KDA,300.45 
[9535] ADD,y5IWeezXEN,74202.67 
[9536] DISPLAY_SUMMARY,XeYo2ezKey 
[9537] BUY,mR1GL8In4q,WNU,175.78 
[9538] COMMIT_BUY,hrINHOrbWw 
[9539] DISPLAY_SUMMARY,kryOHlcACM 
[9540] COMMIT_SELL,n9qniWnHrs 
[9541] COMMIT_BUY,mR1GL8In4q 
[9542] BUY,1uGQw5a691,MVI,166.29 
[9543] QUOTE,TViJpUe5JR,DDA 
[9544] CANCEL_SET_SELL,HGsodwsfKO,FWW 
[9545] SET_BUY_TRIGGER,3mEsf51UBo,KVK,35.26 
[9546] BUY,28VL4WCD6l,AOU,268.70 
[9547] ADD,HGsodwsfKO,86257.40 
[9548] SET_SELL_TRIGGER,FjKEXA3hdZ,VEE,16.41 
[9549] DISPLAY_SUMMARY,q0Qp5MF3CI 
[9550] SET_BUY_AMOUNT,KnTBc3qwcr,KDA,508.20 
[9551] SET_SELL_TRIGGER,8xgyjkdphP,GYF,51.27 
[9552] BUY,n9qniWnHrs,WRJ,61.08 
[9553] SET_SELL_TRIGGER,Z5Z6RJO7ho,FQP,75.66 
[9554] DISPLAY_SUMMARY,xka9Jdr7ac 
[9555] CANCEL_SET_BUY,t56BLlGu3K,PFN 
[9556] SET_SELL_AMOUNT,VEusTtq5S7,JVT,724.06 
[9557] ADD,xgci4T0tkO,80818.93 
[9558] COMMIT_BUY,eGGeSBtfEQ 
[9559] BUY,F3iruDCI8F,SKC,23.78 
[9560] COMMIT_SELL,7UUhSRHInh 
[9561] SET_SELL_AMOUNT,0oVAF91nA3,KES,727.76 
[9562] SET_BUY_TRIGGER,xETyPXWhj9,YAZ,34.20 
[9563] QUOTE,gou39c5KlQ,WTD 
[9564] CANCEL_SET_SELL,y5IWeezXEN,YKB 
[9565] SET_SELL_AMOUNT,eGGeSBtfEQ,KES,706.20 
[9566] SET_BUY_TRIGGER,etWfSg2zBt,HZP,59.33 
[9567] SET_BUY_TRIGGER,unNg5XYq8A,GDF,343.10 
[9568] SET_SELL_AMOUNT,D6zA2CRl22,QJZ,480.82 
[9569] COMMIT_BUY,kMcjEkmbDd 
[9570] SET_SELL_AMOUNT,uzApK6tlMI,FQP,493.66 
[9571] SET_BUY_TRIGGER,km22Ao7dfo,MHQ,41.46 
[9572] SET_BUY_TRIGGER,69DAEr1YIe,JIO,567.10 
[9573] QUOTE,6bw5h7oAdg,SAR 
[9574] SET_SELL_TRIGGER,eGGeSBtfEQ,KES,440.99 
[9575] BUY,kESyNMCJeA,DHA,441.85 
[9576] SET_SELL_TRIGGER,v2iT5RAbiA,KDA,270.58 
[9577] COMMIT_BUY,NcGvD9d4mj 
[9578] DISPLAY_SUMMARY,KnTBc3qwcr 
[9579] DISPLAY_SUMMARY,pIkIgs3Y8E 
[9580] CANCEL_BUY,UUcfl1X3U9 
[9581] DISPLAY_SUMMARY,hrINHOrbWw 
[9582] BUY,mR1GL8In4q,CTS,708.81 
[9583] SET_BUY_AMOUNT,kryOHlcACM,GYF,187.05 
[9584] COMMIT_SELL,aMMzTGXVGg 
[9585] BUY,6bw5h7oAdg,KAS,216.15 
[9586] CANCEL_SELL,U4jQmk30QS 
[9587] BUY,cehNQrvm7R,APU,576.80 
[9588] ADD,JZJCffUI5S,87721.05 
[9589] SELL,3mEsf51UBo,JVT,385.83 
[9590] ADD,LX1FeVjg6k,98161.83 
[9591] CANCEL_BUY,HBbyhPrKJi 
[9592] SET_SELL_TRIGGER,U4jQmk30QS,VEX,172.78 
[9593] SET_SELL_TRIGGER,KnTBc3qwcr,DRP,57.85 
[9594] BUY,kcrL7pVjFP,JUE,427.69 
